qcode	tcode	eq	sr	so	bscore	seqi	rmsdp	qlabel	tlabel	ss
Q9P2L0_N	P35729_N	186	0.338	0.410	94.90	10.75	1.98	WDR35	NUP120	KAKSI
Q9P2L0_N	P38181_N	195	0.347	0.397	120.37	11.28	1.88	WDR35	NUP170	DSSP
Q9P2L0_N	P36161_N	211	0.388	0.477	118.05	8.53	1.73	WDR35	NUP133	KAKSI
Q9P2L0_N	Q9UG01_N	392	0.650	0.684	252.84	15.56	1.74	WDR35	IFT172	DSSP
Q9P2L0_N	Q9P2H3_N	420	0.708	0.758	267.43	14.76	1.66	WDR35	IFT180	DSSP
Q9P2L0_N	Q96RY7_N	376	0.554	0.594	216.22	12.77	1.69	WDR35	IFT140	DSSP
Q9P2L0_N	Q9HBG6_N	441	0.719	0.742	300.16	15.87	1.74	WDR35	IFT122	DSSP
Q9P2L0_N	Q8NEZ3_N	406	0.657	0.673	268.89	13.55	1.82	WDR35	WDR19	DSSP
Q9P2L0_N	Q9P2L0_N	646	1.000	1.000	495.00	100.00	0.00	WDR35	WDR35	KAKSI
P38959_N	A0A142YCA6_N	203	0.536	0.538	106.58	11.82	1.91	VPS41	A0A142YCA6	KAKSI
P38959_N	F5YE54_N	197	0.569	0.633	150.88	9.14	2.11	VPS41	F5YE54	KAKSI
P38959_N	A0A225E1Q9_N	164	0.465	0.506	95.54	6.71	2.11	VPS41	A0A225E1Q9	KAKSI
P38959_N	L0DKB6_M	136	0.365	0.373	66.80	8.82	2.25	VPS41	L0DKB6	KAKSI
P38959_N	Q10XQ9_M	215	0.606	0.655	142.87	14.42	1.64	VPS41	Q10XQ9	KAKSI
P38959_N	A0A432MM10_M	180	0.456	0.472	132.78	12.78	1.90	VPS41	A0A432MM10-M	KAKSI
P38959_N	A0A432MM10_C	190	0.479	0.499	85.08	8.95	1.90	VPS41	A0A432MM10-C	KAKSI
P38959_N	P38968_N	202	0.553	0.592	126.90	12.87	1.75	VPS41	SEC31	DSSP
P38959_N	Q04491_ALL	171	0.521	0.620	120.75	17.54	1.60	VPS41	SEC13	KAKSI
P38959_N	P53011_ALL	187	0.519	0.567	121.60	15.51	2.11	VPS41	SEH1	DSSP
P38959_N	P38164_N	188	0.483	0.483	134.03	12.77	1.84	VPS41	SEA4	DSSP
P38959_N	P53622_N	217	0.453	0.556	151.67	15.21	1.58	VPS41	COPA	DSSP
P38959_N	P41811_N	212	0.443	0.556	150.97	11.79	1.79	VPS41	COPBP	KAKSI
P38959_N	P35729_N	200	0.460	0.513	148.46	6.50	1.74	VPS41	NUP120	DSSP
P38959_N	P38181_N	208	0.472	0.533	140.64	11.54	2.00	VPS41	NUP170	DSSP
P38959_N	P36161_N	194	0.471	0.509	127.33	8.76	2.20	VPS41	NUP133	KAKSI
P38959_N	Q9UG01_N	186	0.392	0.488	143.84	15.59	2.21	VPS41	IFT172	KAKSI
P38959_N	Q9P2H3_N	203	0.431	0.533	152.35	10.84	1.77	VPS41	IFT180	KAKSI
P38959_N	Q96RY7_N	212	0.380	0.544	121.27	11.32	1.95	VPS41	IFT140	DSSP
P38959_N	Q9HBG6_N	203	0.413	0.521	153.83	15.27	1.77	VPS41	IFT122	DSSP
P38959_N	Q8NEZ3_N	187	0.379	0.491	84.07	13.37	1.77	VPS41	WDR19	KAKSI
P38959_N	Q9P2L0_N	212	0.413	0.556	148.35	12.74	1.73	VPS41	WDR35	KAKSI
P38959_N	P38959_N	390	1.000	1.000	234.00	100.00	0.00	VPS41	VPS41	DSSP
Q07468_N	A0A142YCA6_N	181	0.485	0.496	94.24	8.84	1.90	VPS39	A0A142YCA6	DSSP
Q07468_N	F5YE54_N	186	0.550	0.598	100.56	7.53	1.82	VPS39	F5YE54	KAKSI
Q07468_N	A0A225E1Q9_N	137	0.398	0.424	64.53	5.84	2.28	VPS39	A0A225E1Q9	DSSP
Q07468_N	L0DKB6_M	138	0.378	0.378	98.80	7.25	2.06	VPS39	L0DKB6	KAKSI
Q07468_N	Q10XQ9_M	191	0.550	0.581	92.13	12.04	1.92	VPS39	Q10XQ9	DSSP
Q07468_N	A0A432MM10_M	174	0.450	0.477	118.09	11.49	1.87	VPS39	A0A432MM10-M	KAKSI
Q07468_N	A0A432MM10_C	176	0.453	0.482	73.74	7.39	1.77	VPS39	A0A432MM10-C	DSSP
Q07468_N	P38968_N	197	0.551	0.563	110.95	10.15	1.71	VPS39	SEC31	KAKSI
Q07468_N	Q04491_ALL	165	0.513	0.594	75.46	9.70	1.64	VPS39	SEC13	DSSP
Q07468_N	P53011_ALL	192	0.556	0.589	105.88	13.54	1.79	VPS39	SEH1	KAKSI
Q07468_N	P38164_N	172	0.458	0.471	80.17	14.53	2.32	VPS39	SEA4	KAKSI
Q07468_N	P53622_N	209	0.448	0.573	130.97	10.05	1.75	VPS39	COPA	DSSP
Q07468_N	P41811_N	211	0.451	0.578	99.40	10.43	1.96	VPS39	COPBP	DSSP
Q07468_N	P35729_N	152	0.360	0.416	89.44	6.58	1.71	VPS39	NUP120	DSSP
Q07468_N	P38181_N	156	0.361	0.427	62.65	8.97	2.10	VPS39	NUP170	KAKSI
Q07468_N	P36161_N	177	0.439	0.485	113.19	8.47	1.64	VPS39	NUP133	DSSP
Q07468_N	Q9UG01_N	190	0.408	0.521	88.57	10.53	2.19	VPS39	IFT172	KAKSI
Q07468_N	Q9P2H3_N	198	0.431	0.542	124.03	11.11	1.78	VPS39	IFT180	DSSP
Q07468_N	Q96RY7_N	179	0.327	0.490	115.00	9.50	2.25	VPS39	IFT140	KAKSI
Q07468_N	Q9HBG6_N	207	0.432	0.567	132.93	14.01	2.08	VPS39	IFT122	DSSP
Q07468_N	Q8NEZ3_N	202	0.417	0.553	92.77	9.90	1.82	VPS39	WDR19	DSSP
Q07468_N	Q9P2L0_N	207	0.415	0.567	120.29	7.73	1.82	VPS39	WDR35	DSSP
Q07468_N	P38959_N	196	0.525	0.537	126.44	11.22	1.86	VPS39	VPS41	KAKSI
Q07468_N	Q07468_N	365	1.000	1.000	243.00	100.00	0.00	VPS39	VPS39	KAKSI
P27801_N	A0A142YCA6_N	165	0.464	0.500	107.91	7.27	1.73	VPS18	A0A142YCA6	DSSP
P27801_N	F5YE54_N	179	0.560	0.576	115.36	11.73	2.03	VPS18	F5YE54	KAKSI
P27801_N	A0A225E1Q9_N	152	0.466	0.469	78.62	7.89	1.88	VPS18	A0A225E1Q9	KAKSI
P27801_N	L0DKB6_M	140	0.402	0.424	34.11	8.57	1.81	VPS18	L0DKB6	DSSP
P27801_N	Q10XQ9_M	163	0.495	0.495	51.72	10.43	1.61	VPS18	Q10XQ9	DSSP
P27801_N	A0A432MM10_M	164	0.445	0.500	103.14	9.15	1.88	VPS18	A0A432MM10-M	KAKSI
P27801_N	A0A432MM10_C	175	0.472	0.530	116.56	9.14	2.05	VPS18	A0A432MM10-C	DSSP
P27801_N	P38968_N	199	0.593	0.603	127.58	10.55	1.77	VPS18	SEC31	DSSP
P27801_N	Q04491_ALL	153	0.503	0.550	86.55	9.80	1.69	VPS18	SEC13	DSSP
P27801_N	P53011_ALL	175	0.535	0.537	92.84	8.57	1.88	VPS18	SEH1	KAKSI
P27801_N	P38164_N	182	0.510	0.555	113.87	9.89	2.02	VPS18	SEA4	KAKSI
P27801_N	P53622_N	206	0.459	0.624	148.62	6.31	1.79	VPS18	COPA	DSSP
P27801_N	P41811_N	196	0.436	0.594	149.83	9.69	1.84	VPS18	COPBP	DSSP
P27801_N	P35729_N	206	0.527	0.628	140.41	10.68	1.95	VPS18	NUP120	KAKSI
P27801_N	P38181_N	178	0.430	0.543	98.21	8.43	1.98	VPS18	NUP170	KAKSI
P27801_N	P36161_N	186	0.482	0.564	112.73	9.14	2.11	VPS18	NUP133	DSSP
P27801_N	Q9UG01_N	213	0.472	0.645	144.20	12.21	1.75	VPS18	IFT172	DSSP
P27801_N	Q9P2H3_N	212	0.480	0.642	159.57	10.38	2.03	VPS18	IFT180	DSSP
P27801_N	Q96RY7_N	201	0.381	0.609	125.22	12.94	1.97	VPS18	IFT140	DSSP
P27801_N	Q9HBG6_N	191	0.413	0.579	139.86	9.95	1.85	VPS18	IFT122	DSSP
P27801_N	Q8NEZ3_N	193	0.414	0.588	114.15	9.84	2.14	VPS18	WDR19	KAKSI
P27801_N	Q9P2L0_N	208	0.427	0.634	144.73	9.62	2.03	VPS18	WDR35	KAKSI
P27801_N	P38959_N	195	0.542	0.591	127.73	10.77	1.99	VPS18	VPS41	DSSP
P27801_N	Q07468_N	166	0.479	0.506	85.57	12.65	2.25	VPS18	VPS39	KAKSI
P27801_N	P27801_N	330	1.000	1.000	216.00	100.00	0.00	VPS18	VPS18	DSSP
P12868_N	A0A142YCA6_N	195	0.549	0.591	96.53	10.77	2.00	VPS11	A0A142YCA6	DSSP
P12868_N	F5YE54_N	192	0.602	0.617	113.58	12.50	1.99	VPS11	F5YE54	KAKSI
P12868_N	A0A225E1Q9_N	142	0.436	0.438	87.59	7.75	1.74	VPS11	A0A225E1Q9	KAKSI
P12868_N	L0DKB6_M	143	0.413	0.437	93.62	6.99	1.87	VPS11	L0DKB6	KAKSI
P12868_N	Q10XQ9_M	213	0.650	0.651	138.68	9.39	1.87	VPS11	Q10XQ9	KAKSI
P12868_N	A0A432MM10_M	186	0.505	0.569	134.80	6.99	1.94	VPS11	A0A432MM10-M	KAKSI
P12868_N	A0A432MM10_C	201	0.543	0.615	130.46	5.47	2.19	VPS11	A0A432MM10-C	KAKSI
P12868_N	P38968_N	203	0.605	0.615	131.53	9.85	1.81	VPS11	SEC31	DSSP
P12868_N	Q04491_ALL	176	0.584	0.638	98.98	9.09	1.98	VPS11	SEC13	KAKSI
P12868_N	P53011_ALL	189	0.573	0.573	127.29	8.47	1.79	VPS11	SEH1	DSSP
P12868_N	P38164_N	197	0.548	0.597	148.06	12.69	2.25	VPS11	SEA4	DSSP
P12868_N	P53622_N	214	0.478	0.654	146.64	10.75	2.05	VPS11	COPA	KAKSI
P12868_N	P41811_N	223	0.496	0.676	154.75	12.11	1.53	VPS11	COPBP	DSSP
P12868_N	P35729_N	205	0.525	0.627	141.49	5.85	1.95	VPS11	NUP120	KAKSI
P12868_N	P38181_N	211	0.510	0.645	146.90	12.80	2.05	VPS11	NUP170	KAKSI
P12868_N	P36161_N	181	0.470	0.548	103.03	9.94	1.92	VPS11	NUP133	DSSP
P12868_N	Q9UG01_N	211	0.467	0.639	112.23	10.43	1.81	VPS11	IFT172	DSSP
P12868_N	Q9P2H3_N	221	0.500	0.670	167.59	9.50	1.68	VPS11	IFT180	DSSP
P12868_N	Q96RY7_N	170	0.322	0.515	50.43	14.71	1.94	VPS11	IFT140	DSSP
P12868_N	Q9HBG6_N	219	0.474	0.664	161.79	10.96	1.70	VPS11	IFT122	DSSP
P12868_N	Q8NEZ3_N	191	0.410	0.584	105.47	10.99	1.82	VPS11	WDR19	KAKSI
P12868_N	Q9P2L0_N	211	0.434	0.645	145.52	9.95	2.02	VPS11	WDR35	KAKSI
P12868_N	P38959_N	216	0.600	0.655	154.18	13.89	2.14	VPS11	VPS41	DSSP
P12868_N	Q07468_N	210	0.607	0.642	138.09	11.43	2.05	VPS11	VPS39	KAKSI
P12868_N	P27801_N	225	0.682	0.682	152.86	15.56	1.75	VPS11	VPS18	DSSP
P12868_N	P12868_N	330	1.000	1.000	207.00	100.00	0.00	VPS11	VPS11	DSSP
Q03308_N	A0A142YCA6_N	182	0.561	0.669	141.47	11.54	1.76	VPS16	A0A142YCA6	KAKSI
Q03308_N	F5YE54_N	165	0.566	0.607	150.39	15.15	1.60	VPS16	F5YE54	KAKSI
Q03308_N	A0A225E1Q9_N	135	0.453	0.496	73.02	11.85	1.77	VPS16	A0A225E1Q9	KAKSI
Q03308_N	L0DKB6_M	130	0.408	0.478	69.24	9.23	1.77	VPS16	L0DKB6	KAKSI
Q03308_N	Q10XQ9_M	188	0.627	0.691	123.65	14.36	1.88	VPS16	Q10XQ9	KAKSI
Q03308_N	A0A432MM10_M	160	0.470	0.588	118.77	9.38	1.81	VPS16	A0A432MM10-M	KAKSI
Q03308_N	A0A432MM10_C	177	0.510	0.628	113.00	9.04	1.96	VPS16	A0A432MM10-C	DSSP
Q03308_N	P38968_N	183	0.588	0.673	138.30	8.20	2.02	VPS16	SEC31	KAKSI
Q03308_N	Q04491_ALL	165	0.602	0.607	86.55	7.88	2.02	VPS16	SEC13	KAKSI
Q03308_N	P53011_ALL	156	0.510	0.553	114.59	9.62	1.87	VPS16	SEH1	DSSP
Q03308_N	P38164_N	137	0.408	0.486	74.02	12.41	1.58	VPS16	SEA4	DSSP
Q03308_N	P53622_N	190	0.447	0.674	146.27	10.53	2.06	VPS16	COPA	DSSP
Q03308_N	P41811_N	188	0.441	0.667	144.29	11.17	1.93	VPS16	COPBP	DSSP
Q03308_N	P35729_N	184	0.483	0.652	146.96	8.70	2.04	VPS16	NUP120	DSSP
Q03308_N	P38181_N	199	0.515	0.706	131.67	12.06	1.75	VPS16	NUP170	DSSP
Q03308_N	P36161_N	198	0.548	0.702	139.09	9.09	2.01	VPS16	NUP133	DSSP
Q03308_N	Q9UG01_N	193	0.451	0.684	94.32	11.92	1.91	VPS16	IFT172	DSSP
Q03308_N	Q9P2H3_N	188	0.450	0.667	138.89	11.70	2.07	VPS16	IFT180	DSSP
Q03308_N	Q96RY7_N	186	0.369	0.660	118.83	8.60	1.94	VPS16	IFT140	DSSP
Q03308_N	Q9HBG6_N	189	0.432	0.670	112.24	12.70	1.81	VPS16	IFT122	DSSP
Q03308_N	Q8NEZ3_N	195	0.441	0.691	92.79	14.36	1.87	VPS16	WDR19	DSSP
Q03308_N	Q9P2L0_N	178	0.389	0.631	88.52	9.55	1.80	VPS16	WDR35	DSSP
Q03308_N	P38959_N	175	0.521	0.621	125.61	7.43	2.41	VPS16	VPS41	DSSP
Q03308_N	Q07468_N	180	0.556	0.638	122.34	12.78	1.98	VPS16	VPS39	DSSP
Q03308_N	P27801_N	191	0.624	0.677	147.66	12.57	1.80	VPS16	VPS18	DSSP
Q03308_N	P12868_N	192	0.627	0.681	136.08	11.98	2.16	VPS16	VPS11	DSSP
Q03308_N	Q03308_N	282	1.000	1.000	225.00	100.00	0.00	VPS16	VPS16	DSSP
P39702_N	A0A142YCA6_N	197	0.533	0.550	90.63	12.18	1.95	VPS8	A0A142YCA6	DSSP
P39702_N	F5YE54_N	206	0.616	0.662	149.29	11.17	2.04	VPS8	F5YE54	KAKSI
P39702_N	A0A225E1Q9_N	139	0.408	0.429	78.14	7.19	2.10	VPS8	A0A225E1Q9	KAKSI
P39702_N	L0DKB6_M	133	0.368	0.372	70.50	10.53	2.13	VPS8	L0DKB6	KAKSI
P39702_N	Q10XQ9_M	212	0.618	0.646	120.52	12.74	1.57	VPS8	Q10XQ9	KAKSI
P39702_N	A0A432MM10_M	156	0.407	0.436	89.14	8.33	2.02	VPS8	A0A432MM10-M	KAKSI
P39702_N	A0A432MM10_C	189	0.491	0.528	144.78	7.94	2.09	VPS8	A0A432MM10-C	DSSP
P39702_N	P38968_N	172	0.486	0.491	105.36	13.37	1.90	VPS8	SEC31	KAKSI
P39702_N	Q04491_ALL	196	0.618	0.710	123.28	13.27	1.55	VPS8	SEC13	KAKSI
P39702_N	P53011_ALL	197	0.576	0.604	133.66	16.75	1.76	VPS8	SEH1	KAKSI
P39702_N	P38164_N	192	0.514	0.536	130.16	8.85	1.78	VPS8	SEA4	DSSP
P39702_N	P53622_N	222	0.479	0.620	155.93	9.46	1.68	VPS8	COPA	KAKSI
P39702_N	P41811_N	216	0.466	0.603	154.17	9.72	1.66	VPS8	COPBP	DSSP
P39702_N	P35729_N	196	0.468	0.547	143.19	11.73	1.86	VPS8	NUP120	DSSP
P39702_N	P38181_N	201	0.473	0.561	144.27	8.46	2.13	VPS8	NUP170	DSSP
P39702_N	P36161_N	190	0.475	0.531	132.96	12.11	2.02	VPS8	NUP133	KAKSI
P39702_N	Q9UG01_N	209	0.452	0.584	145.09	12.44	1.69	VPS8	IFT172	KAKSI
P39702_N	Q9P2H3_N	217	0.476	0.606	155.74	11.06	1.81	VPS8	IFT180	DSSP
P39702_N	Q96RY7_N	209	0.384	0.584	111.48	11.96	2.01	VPS8	IFT140	KAKSI
P39702_N	Q9HBG6_N	214	0.450	0.598	151.70	12.15	1.54	VPS8	IFT122	DSSP
P39702_N	Q8NEZ3_N	199	0.414	0.556	82.60	12.06	1.76	VPS8	WDR19	DSSP
P39702_N	Q9P2L0_N	216	0.436	0.603	84.96	12.04	1.76	VPS8	WDR35	DSSP
P39702_N	P38959_N	230	0.622	0.642	153.81	12.17	2.00	VPS8	VPS41	KAKSI
P39702_N	Q07468_N	189	0.523	0.528	115.63	12.70	1.73	VPS8	VPS39	DSSP
P39702_N	P27801_N	201	0.584	0.609	139.63	9.95	1.92	VPS8	VPS18	DSSP
P39702_N	P12868_N	221	0.642	0.670	155.11	11.31	1.88	VPS8	VPS11	DSSP
P39702_N	Q03308_N	180	0.571	0.662	131.84	10.00	1.97	VPS8	VPS16	KAKSI
P39702_N	P39702_N	358	1.000	1.000	243.00	100.00	0.00	VPS8	VPS8	KAKSI
P23643_N	A0A142YCA6_N	190	0.527	0.552	133.62	8.42	1.77	VPS3	A0A142YCA6	KAKSI
P23643_N	F5YE54_N	169	0.516	0.543	134.47	10.65	1.79	VPS3	F5YE54	KAKSI
P23643_N	A0A225E1Q9_N	156	0.467	0.481	92.54	10.26	2.07	VPS3	A0A225E1Q9	KAKSI
P23643_N	L0DKB6_M	154	0.434	0.448	70.69	7.79	1.84	VPS3	L0DKB6	KAKSI
P23643_N	Q10XQ9_M	191	0.568	0.582	122.40	12.04	2.10	VPS3	Q10XQ9	KAKSI
P23643_N	A0A432MM10_M	155	0.403	0.451	90.54	8.39	1.75	VPS3	A0A432MM10-M	DSSP
P23643_N	A0A432MM10_C	192	0.507	0.558	95.22	11.98	2.17	VPS3	A0A432MM10-C	KAKSI
P23643_N	P38968_N	178	0.513	0.517	133.31	6.74	2.09	VPS3	SEC31	KAKSI
P23643_N	Q04491_ALL	171	0.550	0.615	105.36	7.60	1.81	VPS3	SEC13	DSSP
P23643_N	P53011_ALL	186	0.552	0.564	108.16	11.83	1.86	VPS3	SEH1	DSSP
P23643_N	P38164_N	178	0.486	0.517	122.77	7.30	2.16	VPS3	SEA4	DSSP
P23643_N	P53622_N	200	0.439	0.581	56.85	10.00	1.76	VPS3	COPA	DSSP
P23643_N	P41811_N	201	0.440	0.584	139.59	8.96	2.26	VPS3	COPBP	DSSP
P23643_N	P35729_N	181	0.439	0.526	132.55	9.94	1.64	VPS3	NUP120	DSSP
P23643_N	P38181_N	183	0.434	0.532	130.57	15.30	2.10	VPS3	NUP170	KAKSI
P23643_N	P36161_N	162	0.412	0.471	53.33	12.96	1.89	VPS3	NUP133	KAKSI
P23643_N	Q9UG01_N	188	0.410	0.547	133.06	10.11	1.79	VPS3	IFT172	DSSP
P23643_N	Q9P2H3_N	203	0.449	0.590	98.67	9.36	1.99	VPS3	IFT180	KAKSI
P23643_N	Q96RY7_N	178	0.333	0.517	89.42	7.87	1.78	VPS3	IFT140	DSSP
P23643_N	Q9HBG6_N	191	0.407	0.555	135.49	12.04	1.87	VPS3	IFT122	DSSP
P23643_N	Q8NEZ3_N	189	0.398	0.549	100.00	7.94	1.82	VPS3	WDR19	KAKSI
P23643_N	Q9P2L0_N	200	0.404	0.581	106.45	10.00	1.95	VPS3	WDR35	KAKSI
P23643_N	P38959_N	167	0.461	0.485	63.42	7.19	1.95	VPS3	VPS41	KAKSI
P23643_N	Q07468_N	184	0.519	0.535	124.92	10.87	2.11	VPS3	VPS39	DSSP
P23643_N	P27801_N	193	0.574	0.588	138.46	9.33	2.21	VPS3	VPS18	KAKSI
P23643_N	P12868_N	190	0.564	0.576	140.48	10.00	1.53	VPS3	VPS11	DSSP
P23643_N	Q03308_N	161	0.523	0.592	139.97	10.56	1.61	VPS3	VPS16	KAKSI
P23643_N	P39702_N	187	0.533	0.544	132.68	12.30	1.96	VPS3	VPS8	DSSP
P23643_N	P23643_N	344	1.000	1.000	225.00	100.00	0.00	VPS3	VPS3	KAKSI
P22137_N	A0A142YCA6_N	189	0.539	0.591	105.40	10.05	1.66	CHC	A0A142YCA6	DSSP
P22137_N	F5YE54_N	161	0.510	0.518	98.41	14.91	1.92	CHC	F5YE54	KAKSI
P22137_N	A0A225E1Q9_N	126	0.391	0.394	80.72	14.29	1.70	CHC	A0A225E1Q9	KAKSI
P22137_N	L0DKB6_M	122	0.356	0.381	89.89	8.20	2.17	CHC	L0DKB6	DSSP
P22137_N	Q10XQ9_M	194	0.599	0.606	116.19	12.89	1.94	CHC	Q10XQ9	KAKSI
P22137_N	A0A432MM10_M	159	0.436	0.497	120.79	8.81	2.25	CHC	A0A432MM10-M	KAKSI
P22137_N	A0A432MM10_C	186	0.508	0.581	112.68	8.06	1.76	CHC	A0A432MM10-C	DSSP
P22137_N	P38968_N	193	0.584	0.603	133.28	11.40	1.91	CHC	SEC31	DSSP
P22137_N	Q04491_ALL	143	0.480	0.518	70.41	14.69	1.86	CHC	SEC13	KAKSI
P22137_N	P53011_ALL	162	0.502	0.506	90.08	5.56	2.09	CHC	SEH1	KAKSI
P22137_N	P38164_N	181	0.511	0.566	126.97	12.15	2.04	CHC	SEA4	DSSP
P22137_N	P53622_N	185	0.417	0.578	97.73	11.35	2.18	CHC	COPA	DSSP
P22137_N	P41811_N	202	0.454	0.631	149.34	14.36	1.85	CHC	COPBP	DSSP
P22137_N	P35729_N	162	0.405	0.506	89.31	8.64	2.10	CHC	NUP120	DSSP
P22137_N	P38181_N	158	0.385	0.494	45.35	10.13	1.92	CHC	NUP170	KAKSI
P22137_N	P36161_N	188	0.493	0.588	135.33	9.57	1.80	CHC	NUP133	KAKSI
P22137_N	Q9UG01_N	189	0.423	0.591	148.85	11.64	2.01	CHC	IFT172	DSSP
P22137_N	Q9P2H3_N	164	0.372	0.512	138.59	15.24	2.04	CHC	IFT180	KAKSI
P22137_N	Q96RY7_N	181	0.346	0.566	83.11	11.05	1.82	CHC	IFT140	DSSP
P22137_N	Q9HBG6_N	168	0.368	0.525	75.82	10.12	1.93	CHC	IFT122	KAKSI
P22137_N	Q8NEZ3_N	202	0.437	0.631	111.70	12.87	1.95	CHC	WDR19	KAKSI
P22137_N	Q9P2L0_N	165	0.346	0.516	56.39	10.30	1.84	CHC	WDR35	DSSP
P22137_N	P38959_N	174	0.490	0.544	130.23	8.05	1.90	CHC	VPS41	DSSP
P22137_N	Q07468_N	178	0.520	0.556	88.81	9.55	2.00	CHC	VPS39	DSSP
P22137_N	P27801_N	183	0.563	0.572	149.53	12.02	2.02	CHC	VPS18	DSSP
P22137_N	P12868_N	195	0.603	0.609	130.79	11.28	1.79	CHC	VPS11	KAKSI
P22137_N	Q03308_N	190	0.642	0.699	132.35	8.42	2.26	CHC	VPS16	KAKSI
P22137_N	P39702_N	182	0.537	0.569	127.55	9.34	1.84	CHC	VPS8	KAKSI
P22137_N	P23643_N	186	0.560	0.581	127.12	8.06	2.21	CHC	VPS3	KAKSI
P22137_N	P22137_N	320	1.000	1.000	207.00	100.00	0.00	CHC	CHC	KAKSI
Q27084	A0A142YCA6_N	118	0.391	0.529	57.33	16.95	1.90	Tachilectin-2	A0A142YCA6	DSSP
Q27084	F5YE54_N	121	0.461	0.565	49.43	9.09	1.91	Tachilectin-2	F5YE54	KAKSI
Q27084	A0A225E1Q9_N	101	0.375	0.472	50.61	13.86	1.78	Tachilectin-2	A0A225E1Q9	KAKSI
Q27084	L0DKB6_M	91	0.314	0.425	76.21	17.58	1.81	Tachilectin-2	L0DKB6	KAKSI
Q27084	Q10XQ9_M	109	0.395	0.489	48.30	10.09	1.99	Tachilectin-2	Q10XQ9	DSSP
Q27084	A0A432MM10_M	116	0.372	0.542	69.18	7.76	2.28	Tachilectin-2	A0A432MM10-M	KAKSI
Q27084	A0A432MM10_C	97	0.309	0.453	59.76	9.28	2.07	Tachilectin-2	A0A432MM10-C	KAKSI
Q27084	P38968_N	109	0.387	0.489	54.63	9.17	2.13	Tachilectin-2	SEC31	DSSP
Q27084	Q04491_ALL	110	0.449	0.514	58.40	10.91	1.47	Tachilectin-2	SEC13	KAKSI
Q27084	P53011_ALL	109	0.394	0.489	73.56	11.01	2.30	Tachilectin-2	SEH1	DSSP
Q27084	P38164_N	109	0.356	0.489	62.28	9.17	2.09	Tachilectin-2	SEA4	DSSP
Q27084	P53622_N	130	0.332	0.607	70.54	8.46	2.06	Tachilectin-2	COPA	KAKSI
Q27084	P41811_N	116	0.293	0.520	77.53	11.21	1.81	Tachilectin-2	COPBP	DSSP
Q27084	P35729_N	101	0.302	0.472	72.40	14.85	1.72	Tachilectin-2	NUP120	KAKSI
Q27084	P38181_N	119	0.333	0.556	76.66	8.40	2.32	Tachilectin-2	NUP170	KAKSI
Q27084	P36161_N	114	0.348	0.533	51.85	10.53	1.89	Tachilectin-2	NUP133	KAKSI
Q27084	Q9UG01_N	127	0.319	0.570	86.40	11.81	2.01	Tachilectin-2	IFT172	DSSP
Q27084	Q9P2H3_N	116	0.299	0.542	61.67	8.62	1.80	Tachilectin-2	IFT180	KAKSI
Q27084	Q96RY7_N	101	0.213	0.453	57.32	14.85	2.10	Tachilectin-2	IFT140	DSSP
Q27084	Q9HBG6_N	138	0.338	0.619	80.42	6.52	2.04	Tachilectin-2	IFT122	DSSP
Q27084	Q8NEZ3_N	127	0.308	0.570	78.87	12.60	1.94	Tachilectin-2	WDR19	DSSP
Q27084	Q9P2L0_N	111	0.258	0.519	60.35	8.11	2.41	Tachilectin-2	WDR35	KAKSI
Q27084	P38959_N	109	0.366	0.509	51.05	4.59	2.11	Tachilectin-2	VPS41	KAKSI
Q27084	Q07468_N	122	0.421	0.570	57.52	6.56	2.08	Tachilectin-2	VPS39	KAKSI
Q27084	P27801_N	118	0.427	0.529	89.19	9.32	1.91	Tachilectin-2	VPS18	DSSP
Q27084	P12868_N	120	0.444	0.561	68.42	8.33	1.76	Tachilectin-2	VPS11	KAKSI
Q27084	Q03308_N	128	0.507	0.574	76.78	10.16	2.30	Tachilectin-2	VPS16	DSSP
Q27084	P39702_N	100	0.350	0.467	47.14	10.00	1.58	Tachilectin-2	VPS8	KAKSI
Q27084	P23643_N	113	0.399	0.507	67.35	5.31	2.13	Tachilectin-2	VPS3	DSSP
Q27084	P22137_N	114	0.420	0.511	92.05	5.26	1.78	Tachilectin-2	CHC	DSSP
Q27084	Q27084	223	1.000	1.000	180.00	100.00	0.00	Tachilectin-2	Tachilectin-2	DSSP
