qcode	tcode	eq	sr	so	bscore	seqi	rmsdp	qlabel	tlabel	ss
P52593_C	A0A142YCA6_C	41	0.044	0.138	7.03	12.20	2.10	NUP188	A0A142YCA6	KAKSI
P52593_C	F5YE54_C	82	0.092	0.469	11.85	8.54	2.30	NUP188	F5YE54	DSSP
P52593_C	A0A225E1Q9_C	155	0.128	0.184	26.81	7.10	2.09	NUP188	A0A225E1Q9	KAKSI
P52593_C	L0DKB6_C	161	0.142	0.243	31.04	13.04	1.91	NUP188	L0DKB6	DSSP
P52593_C	Q10XQ9_C	17	0.018	0.064	2.15	11.76	2.30	NUP188	Q10XQ9	DSSP
P52593_C	A0A432MM10_N	0	0.000	0.000	0.00	0.00	10.00	NUP188	A0A432MM10-N	KAKSI
P52593_C	A0A432MM10_M	43	0.045	0.138	4.26	11.63	1.67	NUP188	A0A432MM10-M	KAKSI
P52593_C	P38968_C	52	0.053	0.144	3.93	7.69	2.15	NUP188	SEC31	KAKSI
P52593_C	P48415_C	54	0.054	0.137	4.90	7.41	2.04	NUP188	SEC16	DSSP
P52593_C	P38164_C	27	0.025	0.044	3.54	11.11	2.30	NUP188	SEA4	KAKSI
P52593_C	P53622_C	36	0.033	0.062	4.49	5.56	2.50	NUP188	COPA	KAKSI
P52593_C	P41811_C	75	0.083	0.377	7.37	12.00	2.00	NUP188	COPBP	DSSP
P52593_C	P40509_ALL	138	0.147	0.476	12.31	7.97	2.13	NUP188	COPE	KAKSI
P52593_C	P41810_ALL	232	0.184	0.251	33.35	12.93	2.11	NUP188	COPB	DSSP
P52593_C	P32074_ALL	257	0.205	0.278	52.12	10.51	2.19	NUP188	COPY	KAKSI
P52593_C	P34077_C	128	0.116	0.207	13.87	7.81	2.29	NUP188	NIC96	KAKSI
P52593_C	P46673_ALL	109	0.096	0.157	8.58	6.42	2.21	NUP188	NUP85	KAKSI
P52593_C	P35729_C	30	0.028	0.056	3.54	10.00	2.00	NUP188	NUP120	KAKSI
P52593_C	P49687_C	79	0.074	0.142	6.70	7.59	2.31	NUP188	NUP145	KAKSI
P52593_C	P38181_C	47	0.039	0.058	4.55	8.51	1.83	NUP188	NUP170	DSSP
P52593_C	P36161_C	93	0.083	0.140	8.15	9.68	1.89	NUP188	NUP133	KAKSI
P52593_C	P47054_ALL	649	0.401	0.409	226.69	14.18	1.82	NUP188	NUP192	KAKSI
P52593_C	P52593_C	1603	1.000	1.000	774.00	100.00	0.00	NUP188	NUP188	DSSP
Q9UG01_C	A0A142YCA6_C	134	0.188	0.451	17.93	9.70	1.58	IFT172	A0A142YCA6	KAKSI
Q9UG01_C	F5YE54_C	59	0.090	0.316	11.18	11.86	2.27	IFT172	F5YE54	KAKSI
Q9UG01_C	A0A225E1Q9_C	190	0.193	0.225	33.73	14.21	2.23	IFT172	A0A225E1Q9	KAKSI
Q9UG01_C	L0DKB6_C	81	0.091	0.122	10.79	7.41	2.23	IFT172	L0DKB6	DSSP
Q9UG01_C	Q10XQ9_C	69	0.099	0.257	7.69	11.59	1.93	IFT172	Q10XQ9	KAKSI
Q9UG01_C	A0A432MM10_N	80	0.119	0.360	10.60	18.75	1.77	IFT172	A0A432MM10-N	KAKSI
Q9UG01_C	A0A432MM10_M	108	0.151	0.346	17.95	8.33	2.12	IFT172	A0A432MM10-M	DSSP
Q9UG01_C	P38968_C	160	0.217	0.452	21.56	13.12	1.97	IFT172	SEC31	DSSP
Q9UG01_C	P48415_C	120	0.158	0.305	13.80	13.33	1.90	IFT172	SEC16	KAKSI
Q9UG01_C	P38164_C	111	0.129	0.183	12.32	7.21	1.85	IFT172	SEA4	DSSP
Q9UG01_C	P53622_C	281	0.330	0.484	81.56	10.32	2.09	IFT172	COPA	KAKSI
Q9UG01_C	P41811_C	126	0.190	0.618	15.17	15.08	2.02	IFT172	COPBP	KAKSI
Q9UG01_C	P40509_ALL	111	0.157	0.383	10.11	11.71	2.34	IFT172	COPE	KAKSI
Q9UG01_C	P41810_ALL	153	0.150	0.166	30.61	7.84	2.28	IFT172	COPB	DSSP
Q9UG01_C	P32074_ALL	154	0.151	0.168	26.02	7.79	2.20	IFT172	COPY	DSSP
Q9UG01_C	P34077_C	119	0.137	0.195	10.53	13.45	1.95	IFT172	NIC96	DSSP
Q9UG01_C	P46673_ALL	150	0.164	0.210	19.56	10.67	2.09	IFT172	NUP85	DSSP
Q9UG01_C	P35729_C	101	0.121	0.187	25.23	9.90	2.29	IFT172	NUP120	KAKSI
Q9UG01_C	P49687_C	122	0.146	0.223	14.61	9.02	2.02	IFT172	NUP145	DSSP
Q9UG01_C	P38181_C	148	0.153	0.182	21.05	6.08	1.84	IFT172	NUP170	DSSP
Q9UG01_C	P36161_C	90	0.101	0.137	6.64	8.89	2.25	IFT172	NUP133	DSSP
Q9UG01_C	P47054_ALL	98	0.072	0.087	13.38	12.24	2.32	IFT172	NUP192	DSSP
Q9UG01_C	P52593_C	88	0.065	0.078	10.44	7.95	2.06	IFT172	NUP188	KAKSI
Q9UG01_C	Q9UG01_C	1125	1.000	1.000	621.00	100.00	0.00	IFT172	IFT172	KAKSI
Q9P2H3_C	A0A142YCA6_C	66	0.273	0.355	6.61	16.67	2.35	IFT180	A0A142YCA6	KAKSI
Q9P2H3_C	F5YE54_C	59	0.331	0.337	7.17	10.17	2.65	IFT180	F5YE54	DSSP
Q9P2H3_C	A0A225E1Q9_C	64	0.124	0.344	7.93	17.19	2.12	IFT180	A0A225E1Q9	KAKSI
Q9P2H3_C	L0DKB6_C	79	0.184	0.425	9.91	11.39	2.17	IFT180	L0DKB6	KAKSI
Q9P2H3_C	Q10XQ9_C	28	0.123	0.151	2.24	10.71	1.40	IFT180	Q10XQ9	KAKSI
Q9P2H3_C	A0A432MM10_N	56	0.278	0.308	8.43	16.07	2.24	IFT180	A0A432MM10-N	DSSP
Q9P2H3_C	A0A432MM10_M	62	0.249	0.333	14.22	12.90	2.17	IFT180	A0A432MM10-M	KAKSI
Q9P2H3_C	P38968_C	66	0.246	0.363	12.73	10.61	2.30	IFT180	SEC31	DSSP
Q9P2H3_C	P48415_C	50	0.174	0.275	5.18	16.00	1.50	IFT180	SEC16	DSSP
Q9P2H3_C	P38164_C	74	0.188	0.407	15.11	5.41	2.36	IFT180	SEA4	DSSP
Q9P2H3_C	P53622_C	85	0.229	0.467	10.77	14.12	1.67	IFT180	COPA	DSSP
Q9P2H3_C	P41811_C	96	0.492	0.516	11.48	14.58	2.00	IFT180	COPBP	KAKSI
Q9P2H3_C	P40509_ALL	54	0.231	0.297	4.19	14.81	1.58	IFT180	COPE	DSSP
Q9P2H3_C	P41810_ALL	43	0.078	0.236	22.73	9.30	2.20	IFT180	COPB	DSSP
Q9P2H3_C	P32074_ALL	93	0.170	0.511	12.38	8.60	2.06	IFT180	COPY	DSSP
Q9P2H3_C	P34077_C	68	0.169	0.366	10.49	11.76	2.19	IFT180	NIC96	KAKSI
Q9P2H3_C	P46673_ALL	55	0.123	0.302	4.29	18.18	1.88	IFT180	NUP85	DSSP
Q9P2H3_C	P35729_C	34	0.095	0.187	6.72	2.94	1.63	IFT180	NUP120	DSSP
Q9P2H3_C	P49687_C	59	0.162	0.324	4.87	10.17	1.70	IFT180	NUP145	DSSP
Q9P2H3_C	P38181_C	36	0.073	0.194	4.11	16.67	2.50	IFT180	NUP170	KAKSI
Q9P2H3_C	P36161_C	66	0.156	0.355	4.52	6.06	2.32	IFT180	NUP133	KAKSI
Q9P2H3_C	P47054_ALL	29	0.032	0.156	2.38	17.24	2.00	IFT180	NUP192	KAKSI
Q9P2H3_C	P52593_C	48	0.054	0.264	6.18	4.17	2.45	IFT180	NUP188	DSSP
Q9P2H3_C	Q9UG01_C	115	0.175	0.618	25.94	16.52	1.84	IFT180	IFT172	KAKSI
Q9P2H3_C	Q9P2H3_C	186	1.000	1.000	63.00	100.00	0.00	IFT180	IFT180	KAKSI
Q96RY7_C	A0A142YCA6_C	124	0.264	0.423	15.85	12.90	2.04	IFT140	A0A142YCA6	DSSP
Q96RY7_C	F5YE54_C	60	0.144	0.321	10.40	5.00	2.50	IFT140	F5YE54	KAKSI
Q96RY7_C	A0A225E1Q9_C	158	0.212	0.245	43.74	7.59	2.27	IFT140	A0A225E1Q9	KAKSI
Q96RY7_C	L0DKB6_C	111	0.169	0.172	13.94	10.81	2.38	IFT140	L0DKB6	DSSP
Q96RY7_C	Q10XQ9_C	50	0.109	0.186	7.07	8.00	2.20	IFT140	Q10XQ9	KAKSI
Q96RY7_C	A0A432MM10_N	76	0.175	0.342	10.53	10.53	2.34	IFT140	A0A432MM10-N	KAKSI
Q96RY7_C	A0A432MM10_M	123	0.257	0.395	17.13	7.32	2.10	IFT140	A0A432MM10-M	KAKSI
Q96RY7_C	P38968_C	115	0.229	0.319	20.13	12.17	1.95	IFT140	SEC31	KAKSI
Q96RY7_C	P48415_C	120	0.231	0.305	11.07	11.67	1.95	IFT140	SEC16	KAKSI
Q96RY7_C	P38164_C	85	0.136	0.140	22.65	5.88	2.09	IFT140	SEA4	KAKSI
Q96RY7_C	P53622_C	181	0.295	0.312	27.58	11.05	1.85	IFT140	COPA	KAKSI
Q96RY7_C	P41811_C	129	0.305	0.648	30.91	14.73	1.83	IFT140	COPBP	DSSP
Q96RY7_C	P40509_ALL	99	0.212	0.341	17.62	6.06	2.29	IFT140	COPE	KAKSI
Q96RY7_C	P41810_ALL	162	0.206	0.250	41.34	6.79	2.31	IFT140	COPB	DSSP
Q96RY7_C	P32074_ALL	138	0.177	0.213	24.61	7.97	2.12	IFT140	COPY	DSSP
Q96RY7_C	P34077_C	152	0.242	0.249	15.60	8.55	1.65	IFT140	NIC96	DSSP
Q96RY7_C	P46673_ALL	135	0.201	0.209	16.17	11.11	2.27	IFT140	NUP85	KAKSI
Q96RY7_C	P35729_C	126	0.212	0.233	17.97	10.32	2.20	IFT140	NUP120	KAKSI
Q96RY7_C	P49687_C	144	0.241	0.263	29.84	9.72	2.16	IFT140	NUP145	DSSP
Q96RY7_C	P38181_C	108	0.148	0.167	11.86	6.48	2.04	IFT140	NUP170	DSSP
Q96RY7_C	P36161_C	109	0.167	0.168	11.04	11.01	1.97	IFT140	NUP133	DSSP
Q96RY7_C	P47054_ALL	99	0.086	0.153	33.66	9.09	2.29	IFT140	NUP192	KAKSI
Q96RY7_C	P52593_C	122	0.109	0.189	22.51	8.20	1.95	IFT140	NUP188	KAKSI
Q96RY7_C	Q9UG01_C	368	0.416	0.569	79.85	12.50	1.99	IFT140	IFT172	DSSP
Q96RY7_C	Q9P2H3_C	129	0.311	0.709	35.92	15.50	1.80	IFT140	IFT180	DSSP
Q96RY7_C	Q96RY7_C	647	1.000	1.000	333.00	100.00	0.00	IFT140	IFT140	DSSP
Q9HBG6_C	A0A142YCA6_C	107	0.239	0.365	10.08	12.15	1.82	IFT122	A0A142YCA6	DSSP
Q9HBG6_C	F5YE54_C	81	0.208	0.463	6.95	12.35	2.38	IFT122	F5YE54	DSSP
Q9HBG6_C	A0A225E1Q9_C	174	0.242	0.292	21.41	6.90	2.14	IFT122	A0A225E1Q9	KAKSI
Q9HBG6_C	L0DKB6_C	103	0.162	0.173	16.21	10.68	2.07	IFT122	L0DKB6	KAKSI
Q9HBG6_C	Q10XQ9_C	81	0.187	0.301	13.60	9.88	1.72	IFT122	Q10XQ9	KAKSI
Q9HBG6_C	A0A432MM10_N	94	0.228	0.425	7.86	11.70	1.75	IFT122	A0A432MM10-N	DSSP
Q9HBG6_C	A0A432MM10_M	144	0.315	0.462	30.46	15.28	1.99	IFT122	A0A432MM10-M	DSSP
Q9HBG6_C	P38968_C	145	0.303	0.403	19.24	15.17	2.15	IFT122	SEC31	KAKSI
Q9HBG6_C	P48415_C	118	0.239	0.300	10.35	11.86	1.93	IFT122	SEC16	KAKSI
Q9HBG6_C	P38164_C	84	0.139	0.140	11.03	16.67	1.80	IFT122	SEA4	DSSP
Q9HBG6_C	P53622_C	181	0.308	0.312	18.58	8.84	2.02	IFT122	COPA	KAKSI
Q9HBG6_C	P41811_C	108	0.270	0.543	14.76	11.11	1.80	IFT122	COPBP	DSSP
Q9HBG6_C	P40509_ALL	102	0.230	0.357	10.22	3.92	1.61	IFT122	COPE	DSSP
Q9HBG6_C	P41810_ALL	183	0.240	0.304	28.86	6.01	1.88	IFT122	COPB	DSSP
Q9HBG6_C	P32074_ALL	112	0.147	0.188	18.86	9.82	1.86	IFT122	COPY	KAKSI
Q9HBG6_C	P34077_C	154	0.254	0.256	40.22	11.04	1.76	IFT122	NIC96	DSSP
Q9HBG6_C	P46673_ALL	98	0.149	0.163	6.60	5.10	1.78	IFT122	NUP85	DSSP
Q9HBG6_C	P35729_C	71	0.125	0.131	29.22	5.63	2.14	IFT122	NUP120	KAKSI
Q9HBG6_C	P49687_C	155	0.269	0.279	36.30	10.32	1.98	IFT122	NUP145	KAKSI
Q9HBG6_C	P38181_C	60	0.085	0.100	9.92	13.33	2.27	IFT122	NUP170	DSSP
Q9HBG6_C	P36161_C	65	0.103	0.109	4.49	6.15	2.20	IFT122	NUP133	KAKSI
Q9HBG6_C	P47054_ALL	28	0.025	0.047	4.16	7.14	2.30	IFT122	NUP192	KAKSI
Q9HBG6_C	P52593_C	64	0.058	0.106	6.60	6.25	2.21	IFT122	NUP188	DSSP
Q9HBG6_C	Q9UG01_C	253	0.294	0.424	82.14	14.62	2.05	IFT122	IFT172	KAKSI
Q9HBG6_C	Q9P2H3_C	86	0.219	0.473	18.46	12.79	2.11	IFT122	IFT180	DSSP
Q9HBG6_C	Q96RY7_C	224	0.359	0.372	39.35	15.18	1.86	IFT122	IFT140	DSSP
Q9HBG6_C	Q9HBG6_C	602	1.000	1.000	279.00	100.00	0.00	IFT122	IFT122	DSSP
Q8NEZ3_C	A0A142YCA6_C	95	0.195	0.320	18.78	6.32	2.09	WDR19	A0A142YCA6	KAKSI
Q8NEZ3_C	F5YE54_C	75	0.174	0.401	13.76	14.67	1.96	WDR19	F5YE54	KAKSI
Q8NEZ3_C	A0A225E1Q9_C	178	0.237	0.264	54.98	8.99	2.21	WDR19	A0A225E1Q9	DSSP
Q8NEZ3_C	L0DKB6_C	161	0.239	0.239	14.92	4.97	2.07	WDR19	L0DKB6	KAKSI
Q8NEZ3_C	Q10XQ9_C	46	0.098	0.173	6.49	2.17	2.40	WDR19	Q10XQ9	DSSP
Q8NEZ3_C	A0A432MM10_N	104	0.231	0.468	9.55	10.58	2.02	WDR19	A0A432MM10-N	KAKSI
Q8NEZ3_C	A0A432MM10_M	120	0.244	0.385	13.10	10.83	2.25	WDR19	A0A432MM10-M	DSSP
Q8NEZ3_C	P38968_C	119	0.232	0.336	17.77	5.04	2.27	WDR19	SEC31	DSSP
Q8NEZ3_C	P48415_C	97	0.182	0.247	8.83	8.25	1.96	WDR19	SEC16	DSSP
Q8NEZ3_C	P38164_C	129	0.202	0.213	12.43	5.43	1.71	WDR19	SEA4	DSSP
Q8NEZ3_C	P53622_C	213	0.339	0.367	24.09	7.04	1.90	WDR19	COPA	KAKSI
Q8NEZ3_C	P41811_C	124	0.281	0.608	15.84	10.48	2.28	WDR19	COPBP	KAKSI
Q8NEZ3_C	P40509_ALL	117	0.244	0.409	17.70	8.55	2.09	WDR19	COPE	DSSP
Q8NEZ3_C	P41810_ALL	177	0.220	0.261	46.51	6.78	2.18	WDR19	COPB	KAKSI
Q8NEZ3_C	P32074_ALL	143	0.180	0.212	38.62	10.49	2.38	WDR19	COPY	DSSP
Q8NEZ3_C	P34077_C	138	0.213	0.223	22.43	11.59	2.06	WDR19	NIC96	KAKSI
Q8NEZ3_C	P46673_ALL	138	0.201	0.204	18.84	8.70	2.34	WDR19	NUP85	KAKSI
Q8NEZ3_C	P35729_C	111	0.184	0.207	18.98	7.21	2.43	WDR19	NUP120	DSSP
Q8NEZ3_C	P49687_C	139	0.226	0.250	13.56	4.32	1.97	WDR19	NUP145	KAKSI
Q8NEZ3_C	P38181_C	77	0.104	0.114	8.88	5.19	2.12	WDR19	NUP170	KAKSI
Q8NEZ3_C	P36161_C	127	0.191	0.194	13.91	6.30	1.99	WDR19	NUP133	DSSP
Q8NEZ3_C	P47054_ALL	84	0.072	0.124	9.06	5.95	2.41	WDR19	NUP192	KAKSI
Q8NEZ3_C	P52593_C	88	0.078	0.130	10.64	10.23	2.11	WDR19	NUP188	KAKSI
Q8NEZ3_C	Q9UG01_C	368	0.410	0.547	75.00	17.66	2.08	WDR19	IFT172	DSSP
Q8NEZ3_C	Q9P2H3_C	131	0.304	0.704	40.10	21.37	1.94	WDR19	IFT180	KAKSI
Q8NEZ3_C	Q96RY7_C	377	0.570	0.584	125.67	17.24	2.03	WDR19	IFT140	KAKSI
Q8NEZ3_C	Q9HBG6_C	272	0.427	0.456	65.13	15.44	2.09	WDR19	IFT122	KAKSI
Q8NEZ3_C	Q8NEZ3_C	677	1.000	1.000	405.00	100.00	0.00	WDR19	WDR19	KAKSI
Q9P2L0_C	A0A142YCA6_C	128	0.327	0.437	18.88	12.50	2.00	WDR35	A0A142YCA6	DSSP
Q9P2L0_C	F5YE54_C	41	0.123	0.234	5.46	12.20	1.80	WDR35	F5YE54	DSSP
Q9P2L0_C	A0A225E1Q9_C	107	0.162	0.218	23.10	12.15	2.44	WDR35	A0A225E1Q9	DSSP
Q9P2L0_C	L0DKB6_C	84	0.143	0.167	10.49	8.33	2.03	WDR35	L0DKB6	KAKSI
Q9P2L0_C	Q10XQ9_C	80	0.207	0.297	10.66	16.25	1.70	WDR35	Q10XQ9	KAKSI
Q9P2L0_C	A0A432MM10_N	96	0.270	0.434	7.40	12.50	2.22	WDR35	A0A432MM10-N	DSSP
Q9P2L0_C	A0A432MM10_M	163	0.406	0.522	24.04	9.20	1.90	WDR35	A0A432MM10-M	DSSP
Q9P2L0_C	P38968_C	115	0.272	0.325	12.31	13.91	1.91	WDR35	SEC31	DSSP
Q9P2L0_C	P48415_C	103	0.233	0.262	13.62	10.68	1.87	WDR35	SEC16	DSSP
Q9P2L0_C	P38164_C	138	0.248	0.274	22.01	6.52	2.33	WDR35	SEA4	KAKSI
Q9P2L0_C	P53622_C	188	0.347	0.373	31.59	8.51	2.03	WDR35	COPA	KAKSI
Q9P2L0_C	P41811_C	121	0.351	0.608	26.11	14.05	2.32	WDR35	COPBP	DSSP
Q9P2L0_C	P40509_ALL	70	0.176	0.241	10.26	20.00	1.80	WDR35	COPE	KAKSI
Q9P2L0_C	P41810_ALL	150	0.212	0.305	34.52	9.33	2.29	WDR35	COPB	DSSP
Q9P2L0_C	P32074_ALL	129	0.184	0.263	23.98	13.18	2.18	WDR35	COPY	DSSP
Q9P2L0_C	P34077_C	111	0.198	0.220	13.54	16.22	1.30	WDR35	NIC96	KAKSI
Q9P2L0_C	P46673_ALL	209	0.349	0.415	26.83	7.66	1.93	WDR35	NUP85	KAKSI
Q9P2L0_C	P35729_C	118	0.226	0.234	13.58	9.32	1.93	WDR35	NUP120	KAKSI
Q9P2L0_C	P49687_C	150	0.289	0.305	19.56	8.00	2.55	WDR35	NUP145	DSSP
Q9P2L0_C	P38181_C	71	0.109	0.145	8.42	12.68	2.02	WDR35	NUP170	DSSP
Q9P2L0_C	P36161_C	94	0.161	0.187	7.00	10.64	2.05	WDR35	NUP133	KAKSI
Q9P2L0_C	P47054_ALL	68	0.063	0.135	9.86	7.35	2.20	WDR35	NUP192	KAKSI
Q9P2L0_C	P52593_C	68	0.065	0.135	9.19	16.18	1.94	WDR35	NUP188	KAKSI
Q9P2L0_C	Q9UG01_C	276	0.339	0.548	57.62	15.22	1.85	WDR35	IFT172	KAKSI
Q9P2L0_C	Q9P2H3_C	118	0.342	0.634	32.22	22.03	1.62	WDR35	IFT180	KAKSI
Q9P2L0_C	Q96RY7_C	245	0.431	0.499	56.31	19.18	2.18	WDR35	IFT140	DSSP
Q9P2L0_C	Q9HBG6_C	323	0.587	0.641	94.99	20.74	1.92	WDR35	IFT122	KAKSI
Q9P2L0_C	Q8NEZ3_C	256	0.440	0.521	60.67	14.45	1.87	WDR35	WDR19	DSSP
Q9P2L0_C	Q9P2L0_C	504	1.000	1.000	279.00	100.00	0.00	WDR35	WDR35	KAKSI
P38959_C	A0A142YCA6_C	60	0.168	0.202	6.84	15.00	2.55	VPS41	A0A142YCA6	KAKSI
P38959_C	F5YE54_C	49	0.162	0.262	10.89	12.24	2.50	VPS41	F5YE54	KAKSI
P38959_C	A0A225E1Q9_C	119	0.189	0.285	16.51	7.56	2.41	VPS41	A0A225E1Q9	KAKSI
P38959_C	L0DKB6_C	90	0.165	0.216	21.66	7.78	2.20	VPS41	L0DKB6	KAKSI
P38959_C	Q10XQ9_C	56	0.166	0.211	11.77	8.93	2.39	VPS41	Q10XQ9	DSSP
P38959_C	A0A432MM10_N	102	0.319	0.459	17.20	13.73	1.98	VPS41	A0A432MM10-N	KAKSI
P38959_C	A0A432MM10_M	94	0.258	0.302	11.84	7.45	2.39	VPS41	A0A432MM10-M	KAKSI
P38959_C	P38968_C	75	0.193	0.208	6.84	6.67	2.63	VPS41	SEC31	KAKSI
P38959_C	P48415_C	56	0.138	0.142	5.90	10.71	2.21	VPS41	SEC16	KAKSI
P38959_C	P38164_C	56	0.109	0.134	16.46	3.57	1.79	VPS41	SEA4	KAKSI
P38959_C	P53622_C	124	0.249	0.297	18.99	11.29	2.25	VPS41	COPA	KAKSI
P38959_C	P41811_C	127	0.409	0.623	15.98	10.24	1.93	VPS41	COPBP	KAKSI
P38959_C	P40509_ALL	90	0.255	0.310	13.50	8.89	1.87	VPS41	COPE	KAKSI
P38959_C	P41810_ALL	143	0.212	0.343	31.33	10.49	2.05	VPS41	COPB	KAKSI
P38959_C	P32074_ALL	141	0.213	0.345	34.30	10.64	2.22	VPS41	COPY	DSSP
P38959_C	P34077_C	109	0.214	0.267	8.96	8.26	2.22	VPS41	NIC96	DSSP
P38959_C	P46673_ALL	78	0.140	0.187	6.00	10.26	2.54	VPS41	NUP85	KAKSI
P38959_C	P35729_C	97	0.203	0.233	20.09	8.25	2.32	VPS41	NUP120	KAKSI
P38959_C	P49687_C	78	0.163	0.191	5.95	14.10	2.37	VPS41	NUP145	DSSP
P38959_C	P38181_C	87	0.143	0.213	11.74	8.05	2.24	VPS41	NUP170	DSSP
P38959_C	P36161_C	91	0.169	0.218	6.13	9.89	1.84	VPS41	NUP133	KAKSI
P38959_C	P47054_ALL	116	0.112	0.278	13.27	11.21	2.09	VPS41	NUP192	KAKSI
P38959_C	P52593_C	91	0.090	0.222	13.40	14.29	2.53	VPS41	NUP188	DSSP
P38959_C	Q9UG01_C	148	0.193	0.362	11.26	11.49	1.45	VPS41	IFT172	DSSP
P38959_C	Q9P2H3_C	80	0.271	0.440	7.16	7.50	2.01	VPS41	IFT180	DSSP
P38959_C	Q96RY7_C	196	0.371	0.479	26.89	11.22	2.01	VPS41	IFT140	DSSP
P38959_C	Q9HBG6_C	94	0.186	0.230	10.12	12.77	2.43	VPS41	IFT122	DSSP
P38959_C	Q8NEZ3_C	166	0.307	0.406	27.68	10.24	2.07	VPS41	WDR19	DSSP
P38959_C	Q9P2L0_C	125	0.278	0.306	16.78	12.80	2.03	VPS41	WDR35	DSSP
P38959_C	P38959_C	417	1.000	1.000	216.00	100.00	0.00	VPS41	VPS41	KAKSI
Q07468_C	A0A142YCA6_C	121	0.265	0.413	9.65	6.61	1.95	VPS39	A0A142YCA6	DSSP
Q07468_C	F5YE54_C	76	0.191	0.434	9.41	10.53	2.11	VPS39	F5YE54	DSSP
Q07468_C	A0A225E1Q9_C	112	0.152	0.178	8.84	4.46	2.21	VPS39	A0A225E1Q9	KAKSI
Q07468_C	L0DKB6_C	110	0.171	0.177	15.43	10.00	2.14	VPS39	L0DKB6	DSSP
Q07468_C	Q10XQ9_C	38	0.085	0.141	7.25	5.26	2.48	VPS39	Q10XQ9	KAKSI
Q07468_C	A0A432MM10_N	98	0.230	0.441	6.57	5.10	1.92	VPS39	A0A432MM10-N	KAKSI
Q07468_C	A0A432MM10_M	135	0.287	0.434	14.55	5.93	2.14	VPS39	A0A432MM10-M	KAKSI
Q07468_C	P38968_C	80	0.164	0.226	8.78	8.75	2.09	VPS39	SEC31	DSSP
Q07468_C	P48415_C	113	0.221	0.288	12.61	8.85	2.09	VPS39	SEC16	KAKSI
Q07468_C	P38164_C	96	0.155	0.158	23.54	11.46	2.43	VPS39	SEA4	KAKSI
Q07468_C	P53622_C	68	0.115	0.121	15.68	7.35	2.13	VPS39	COPA	DSSP
Q07468_C	P41811_C	86	0.206	0.422	18.17	13.95	2.67	VPS39	COPBP	KAKSI
Q07468_C	P40509_ALL	106	0.234	0.371	9.95	10.38	1.97	VPS39	COPE	DSSP
Q07468_C	P41810_ALL	114	0.148	0.184	15.69	12.28	2.09	VPS39	COPB	DSSP
Q07468_C	P32074_ALL	200	0.258	0.318	33.78	9.00	2.33	VPS39	COPY	KAKSI
Q07468_C	P34077_C	119	0.191	0.192	25.00	6.72	1.96	VPS39	NIC96	KAKSI
Q07468_C	P46673_ALL	67	0.101	0.107	9.49	14.93	1.95	VPS39	NUP85	KAKSI
Q07468_C	P35729_C	110	0.190	0.206	13.07	10.00	2.12	VPS39	NUP120	DSSP
Q07468_C	P49687_C	131	0.221	0.236	17.16	9.16	2.35	VPS39	NUP145	KAKSI
Q07468_C	P38181_C	124	0.173	0.200	16.72	8.06	1.88	VPS39	NUP170	DSSP
Q07468_C	P36161_C	114	0.179	0.184	15.20	10.53	2.10	VPS39	NUP133	DSSP
Q07468_C	P47054_ALL	37	0.032	0.059	4.69	0.00	2.27	VPS39	NUP192	KAKSI
Q07468_C	P52593_C	89	0.080	0.141	17.87	10.11	2.04	VPS39	NUP188	KAKSI
Q07468_C	Q9UG01_C	114	0.130	0.181	17.96	6.14	2.31	VPS39	IFT172	KAKSI
Q07468_C	Q9P2H3_C	74	0.184	0.407	7.02	10.81	2.30	VPS39	IFT180	DSSP
Q07468_C	Q96RY7_C	136	0.213	0.216	26.10	8.82	1.77	VPS39	IFT140	KAKSI
Q07468_C	Q9HBG6_C	145	0.237	0.241	29.04	3.45	2.12	VPS39	IFT122	DSSP
Q07468_C	Q8NEZ3_C	134	0.205	0.213	14.44	7.46	2.19	VPS39	WDR19	KAKSI
Q07468_C	Q9P2L0_C	122	0.215	0.242	18.53	9.02	1.91	VPS39	WDR35	KAKSI
Q07468_C	P38959_C	110	0.210	0.264	18.84	12.73	2.14	VPS39	VPS41	KAKSI
Q07468_C	Q07468_C	629	1.000	1.000	243.00	100.00	0.00	VPS39	VPS39	KAKSI
P27801_C	A0A142YCA6_C	101	0.237	0.340	11.16	6.93	2.14	VPS18	A0A142YCA6	KAKSI
P27801_C	F5YE54_C	76	0.208	0.434	9.34	3.95	2.16	VPS18	F5YE54	DSSP
P27801_C	A0A225E1Q9_C	135	0.195	0.242	32.54	11.11	2.33	VPS18	A0A225E1Q9	DSSP
P27801_C	L0DKB6_C	103	0.167	0.185	12.90	11.65	2.17	VPS18	L0DKB6	KAKSI
P27801_C	Q10XQ9_C	70	0.169	0.260	5.21	7.14	2.16	VPS18	Q10XQ9	KAKSI
P27801_C	A0A432MM10_N	96	0.246	0.432	8.14	11.46	2.16	VPS18	A0A432MM10-N	KAKSI
P27801_C	A0A432MM10_M	156	0.359	0.500	15.09	6.41	2.03	VPS18	A0A432MM10-M	DSSP
P27801_C	P38968_C	96	0.211	0.271	8.80	7.29	1.95	VPS18	SEC31	DSSP
P27801_C	P48415_C	139	0.293	0.354	14.97	7.91	1.89	VPS18	SEC16	DSSP
P27801_C	P38164_C	78	0.134	0.140	9.36	15.38	1.87	VPS18	SEA4	KAKSI
P27801_C	P53622_C	95	0.170	0.171	20.67	11.58	1.91	VPS18	COPA	DSSP
