qcode	tcode	eq	sr	so	bscore	seqi	rmsdp	qlabel	tlabel	ss
Q9P2L0	P52593	60	0.044	0.053	11.80	6.67	1.70	WDR35	NUP188	DSSP
Q9P2L0	P53011	193	0.265	0.585	105.11	19.17	1.60	WDR35	SEH1	DSSP
Q9P2L0	P38164	284	0.268	0.292	151.46	8.10	1.85	WDR35	SEA4	KAKSI
Q9P2L0	Q9UG01	593	0.421	0.527	300.67	16.19	1.90	WDR35	IFT172	DSSP
Q9P2L0	Q9P2H3	523	0.551	0.698	329.34	17.40	1.41	WDR35	IFT180	KAKSI
Q9P2L0	Q96RY7	538	0.424	0.467	293.82	13.75	2.00	WDR35	IFT140	KAKSI
Q9P2L0	Q9HBG6	722	0.615	0.627	356.35	17.73	1.70	WDR35	IFT122	KAKSI
Q9P2L0	Q8NEZ3	641	0.524	0.557	335.73	14.51	1.93	WDR35	WDR19	KAKSI
Q9P2L0	Q9P2L0	1151	1.000	1.000	819.00	100.00	0.00	WDR35	WDR35	KAKSI
P38959	P38968	316	0.315	0.402	139.10	12.03	2.08	VPS41	SEC31	DSSP
P38959	Q04491	168	0.322	0.609	120.72	18.45	1.75	VPS41	SEC13	KAKSI
P38959	P48415	125	0.220	0.337	13.64	8.00	2.13	VPS41	SEC16	KAKSI
P38959	P53622	322	0.336	0.420	160.36	12.42	1.95	VPS41	A-COP	KAKSI
P38959	P41811	336	0.435	0.438	166.16	11.31	2.07	VPS41	BP-COP	KAKSI
P38959	P40509	89	0.168	0.307	13.51	8.99	1.63	VPS41	E-COP	KAKSI
P38959	P41810	121	0.143	0.158	25.53	9.09	2.37	VPS41	B-COP	KAKSI
P38959	P32074	141	0.166	0.179	34.30	10.64	2.22	VPS41	Y-COP	DSSP
P38959	P34077	94	0.118	0.119	8.53	8.51	2.37	VPS41	NIC96	DSSP
P38959	P46673	116	0.159	0.167	11.02	5.17	1.94	VPS41	NUP85	KAKSI
P38959	P35729	272	0.310	0.355	157.40	6.62	2.20	VPS41	NUP120	KAKSI
P38959	P49687	118	0.139	0.150	24.91	13.56	2.44	VPS41	NUP145	DSSP
P38959	P38181	325	0.299	0.413	134.38	10.46	1.94	VPS41	NUP170	DSSP
P38959	P36161	228	0.240	0.297	131.55	7.89	2.05	VPS41	NUP133	KAKSI
P38959	P47054	106	0.088	0.138	10.96	7.55	1.80	VPS41	NUP192	KAKSI
P38959	P52593	68	0.057	0.086	9.82	7.35	2.27	VPS41	NUP188	DSSP
P38959	P53011	194	0.355	0.595	120.40	13.40	1.52	VPS41	SEH1	KAKSI
P38959	P38164	233	0.262	0.296	136.00	9.01	1.85	VPS41	SEA4	DSSP
P38959	Q9UG01	303	0.246	0.395	153.99	12.54	2.08	VPS41	IFT172	KAKSI
P38959	Q9P2H3	271	0.358	0.362	158.96	9.96	2.05	VPS41	IFT180	KAKSI
P38959	Q96RY7	379	0.350	0.482	138.97	11.35	1.93	VPS41	IFT140	DSSP
P38959	Q9HBG6	269	0.274	0.351	111.36	16.73	1.95	VPS41	IFT122	KAKSI
P38959	Q8NEZ3	337	0.324	0.428	122.44	9.50	2.00	VPS41	WDR19	DSSP
P38959	Q9P2L0	317	0.331	0.413	164.99	13.25	1.90	VPS41	WDR35	KAKSI
P38959	P38959	787	1.000	1.000	486.00	100.00	0.00	VPS41	VPS41	DSSP
Q07468	P38968	319	0.286	0.316	127.78	11.91	2.02	VPS39	SEC31	DSSP
Q07468	Q04491	165	0.257	0.594	75.46	9.70	1.64	VPS39	SEC13	DSSP
Q07468	P48415	72	0.105	0.194	17.91	12.50	2.20	VPS39	SEC16	KAKSI
Q07468	P53622	243	0.231	0.241	142.24	13.17	2.09	VPS39	A-COP	DSSP
Q07468	P41811	204	0.230	0.266	127.09	9.31	1.83	VPS39	BP-COP	DSSP
Q07468	P40509	106	0.164	0.371	9.95	10.38	1.97	VPS39	E-COP	DSSP
Q07468	P41810	114	0.118	0.124	15.69	12.28	2.09	VPS39	B-COP	DSSP
Q07468	P32074	200	0.208	0.216	33.78	9.00	2.33	VPS39	Y-COP	KAKSI
Q07468	P34077	119	0.131	0.147	25.00	6.72	1.96	VPS39	NIC96	KAKSI
Q07468	P46673	93	0.110	0.134	14.07	12.90	2.05	VPS39	NUP85	KAKSI
Q07468	P35729	250	0.248	0.248	100.12	6.80	1.98	VPS39	NUP120	DSSP
Q07468	P49687	168	0.174	0.181	22.89	8.33	2.21	VPS39	NUP145	KAKSI
Q07468	P38181	175	0.146	0.174	81.41	10.29	2.11	VPS39	NUP170	DSSP
Q07468	P36161	242	0.226	0.240	93.94	10.74	2.05	VPS39	NUP133	DSSP
Q07468	P47054	72	0.054	0.072	4.58	4.17	2.30	VPS39	NUP192	KAKSI
Q07468	P52593	105	0.081	0.105	19.87	11.43	2.19	VPS39	NUP188	KAKSI
Q07468	P53011	192	0.289	0.589	105.88	13.54	1.79	VPS39	SEH1	KAKSI
Q07468	P38164	256	0.259	0.264	105.37	12.89	2.20	VPS39	SEA4	KAKSI
Q07468	Q9UG01	275	0.204	0.274	102.69	9.82	2.04	VPS39	IFT172	KAKSI
Q07468	Q9P2H3	242	0.277	0.327	130.58	11.57	2.20	VPS39	IFT180	DSSP
Q07468	Q96RY7	317	0.266	0.316	138.01	10.41	2.25	VPS39	IFT140	KAKSI
Q07468	Q9HBG6	305	0.277	0.304	167.33	13.11	1.93	VPS39	IFT122	KAKSI
Q07468	Q8NEZ3	278	0.242	0.277	80.14	7.91	2.05	VPS39	WDR19	KAKSI
Q07468	Q9P2L0	307	0.285	0.306	139.71	8.79	1.97	VPS39	WDR35	KAKSI
Q07468	P38959	257	0.290	0.335	151.87	10.12	2.06	VPS39	VPS41	KAKSI
Q07468	Q07468	1008	1.000	1.000	540.00	100.00	0.00	VPS39	VPS39	DSSP
P27801	P38968	267	0.254	0.302	96.91	10.86	2.04	VPS18	SEC31	DSSP
P27801	Q04491	155	0.267	0.558	86.55	9.03	1.77	VPS18	SEC13	DSSP
P27801	P48415	80	0.128	0.216	7.01	5.00	2.09	VPS18	SEC16	DSSP
P27801	P53622	264	0.266	0.299	82.41	9.09	1.73	VPS18	A-COP	DSSP
P27801	P41811	279	0.338	0.363	162.54	8.60	2.05	VPS18	BP-COP	DSSP
P27801	P40509	97	0.167	0.334	16.76	4.12	2.18	VPS18	E-COP	KAKSI
P27801	P41810	146	0.162	0.165	21.16	8.90	2.17	VPS18	B-COP	DSSP
P27801	P32074	112	0.125	0.128	23.48	5.36	2.17	VPS18	Y-COP	KAKSI
P27801	P34077	93	0.111	0.115	28.18	9.68	2.55	VPS18	NIC96	KAKSI
P27801	P46673	96	0.123	0.138	12.24	6.25	1.78	VPS18	NUP85	KAKSI
P27801	P35729	304	0.327	0.348	159.23	9.54	2.17	VPS18	NUP120	KAKSI
P27801	P49687	149	0.166	0.169	14.95	7.38	1.92	VPS18	NUP145	DSSP
P27801	P38181	289	0.255	0.327	99.56	11.42	1.87	VPS18	NUP170	DSSP
P27801	P36161	291	0.289	0.329	97.82	11.00	1.98	VPS18	NUP133	DSSP
P27801	P47054	79	0.063	0.090	8.26	8.86	2.30	VPS18	NUP192	KAKSI
P27801	P52593	38	0.031	0.044	6.94	15.79	2.40	VPS18	NUP188	KAKSI
P27801	P53011	171	0.285	0.525	121.39	7.02	1.95	VPS18	SEH1	KAKSI
P27801	P38164	243	0.264	0.278	123.01	11.93	2.01	VPS18	SEA4	KAKSI
P27801	Q9UG01	359	0.279	0.411	101.38	9.47	2.02	VPS18	IFT172	KAKSI
P27801	Q9P2H3	292	0.360	0.390	159.18	10.27	2.17	VPS18	IFT180	KAKSI
P27801	Q96RY7	315	0.279	0.356	131.82	10.48	2.20	VPS18	IFT140	DSSP
P27801	Q9HBG6	282	0.272	0.319	184.77	10.64	1.93	VPS18	IFT122	DSSP
P27801	Q8NEZ3	338	0.310	0.382	184.21	7.69	2.03	VPS18	WDR19	DSSP
P27801	Q9P2L0	332	0.330	0.376	126.72	10.54	1.94	VPS18	WDR35	DSSP
P27801	P38959	330	0.402	0.430	97.96	12.12	1.95	VPS18	VPS41	KAKSI
P27801	Q07468	292	0.311	0.334	100.45	12.67	2.07	VPS18	VPS39	KAKSI
P27801	P27801	884	1.000	1.000	495.00	100.00	0.00	VPS18	VPS18	DSSP
P12868	P38968	308	0.276	0.312	142.60	11.04	1.97	VPS11	SEC31	KAKSI
P12868	Q04491	185	0.300	0.665	122.79	10.27	1.79	VPS11	SEC13	DSSP
P12868	P48415	111	0.164	0.299	11.88	11.71	2.28	VPS11	SEC16	KAKSI
P12868	P53622	386	0.362	0.391	170.52	10.10	2.09	VPS11	A-COP	KAKSI
P12868	P41811	297	0.337	0.381	179.38	11.78	1.84	VPS11	BP-COP	KAKSI
P12868	P40509	152	0.245	0.531	26.43	8.55	2.05	VPS11	E-COP	DSSP
P12868	P41810	142	0.148	0.153	25.17	7.75	2.25	VPS11	B-COP	KAKSI
P12868	P32074	198	0.207	0.214	23.80	10.61	2.10	VPS11	Y-COP	KAKSI
P12868	P34077	142	0.162	0.177	18.92	12.68	2.32	VPS11	NIC96	DSSP
P12868	P46673	162	0.194	0.227	17.48	9.88	1.95	VPS11	NUP85	DSSP
P12868	P35729	315	0.319	0.319	166.72	8.57	2.01	VPS11	NUP120	KAKSI
P12868	P49687	172	0.180	0.185	28.09	6.98	1.99	VPS11	NUP145	KAKSI
P12868	P38181	284	0.242	0.288	173.35	9.51	1.99	VPS11	NUP170	KAKSI
P12868	P36161	263	0.252	0.275	111.87	7.98	1.83	VPS11	NUP133	DSSP
P12868	P47054	117	0.091	0.123	10.97	11.11	2.26	VPS11	NUP192	DSSP
P12868	P52593	63	0.049	0.064	6.60	14.29	2.15	VPS11	NUP188	KAKSI
P12868	P53011	187	0.291	0.567	127.29	8.02	1.68	VPS11	SEH1	DSSP
P12868	P38164	236	0.242	0.247	156.60	14.41	2.23	VPS11	SEA4	DSSP
P12868	Q9UG01	341	0.258	0.357	130.03	8.80	1.88	VPS11	IFT172	DSSP
P12868	Q9P2H3	277	0.319	0.370	175.52	7.94	1.93	VPS11	IFT180	KAKSI
P12868	Q96RY7	305	0.262	0.319	144.84	8.20	2.01	VPS11	IFT140	DSSP
P12868	Q9HBG6	400	0.367	0.406	138.05	11.50	1.96	VPS11	IFT122	KAKSI
P12868	Q8NEZ3	351	0.308	0.356	132.22	10.83	1.84	VPS11	WDR19	KAKSI
P12868	Q9P2L0	380	0.365	0.398	155.01	10.00	1.99	VPS11	WDR35	DSSP
P12868	P38959	342	0.393	0.435	191.96	15.50	2.10	VPS11	VPS41	DSSP
P12868	Q07468	365	0.367	0.370	181.83	14.25	1.91	VPS11	VPS39	KAKSI
P12868	P27801	415	0.446	0.475	188.50	14.70	1.82	VPS11	VPS18	KAKSI
P12868	P12868	986	1.000	1.000	558.00	100.00	0.00	VPS11	VPS11	KAKSI
Q03308	P38968	224	0.223	0.294	140.99	9.82	1.78	VPS16	SEC31	KAKSI
Q03308	Q04491	165	0.318	0.598	86.64	9.09	1.93	VPS16	SEC13	KAKSI
Q03308	P48415	127	0.224	0.342	15.68	7.87	1.92	VPS16	SEC16	KAKSI
Q03308	P53622	281	0.294	0.368	130.25	6.41	1.90	VPS16	A-COP	KAKSI
Q03308	P41811	213	0.276	0.277	92.86	8.92	1.97	VPS16	BP-COP	DSSP
Q03308	P40509	130	0.247	0.448	15.31	9.23	2.01	VPS16	E-COP	KAKSI
Q03308	P41810	110	0.130	0.144	13.50	12.73	1.97	VPS16	B-COP	KAKSI
Q03308	P32074	145	0.172	0.187	15.78	7.59	2.13	VPS16	Y-COP	DSSP
Q03308	P34077	94	0.119	0.121	8.38	7.45	1.81	VPS16	NIC96	DSSP
Q03308	P46673	101	0.139	0.146	11.64	9.90	2.17	VPS16	NUP85	KAKSI
Q03308	P35729	266	0.298	0.344	159.39	10.90	2.21	VPS16	NUP120	DSSP
Q03308	P49687	84	0.100	0.109	7.41	11.90	2.18	VPS16	NUP145	DSSP
Q03308	P38181	337	0.312	0.435	164.48	11.87	1.94	VPS16	NUP170	DSSP
Q03308	P36161	351	0.369	0.453	156.75	11.11	1.95	VPS16	NUP133	DSSP
Q03308	P47054	90	0.075	0.116	9.33	7.78	2.28	VPS16	NUP192	DSSP
Q03308	P52593	53	0.045	0.069	4.58	13.21	2.09	VPS16	NUP188	KAKSI
Q03308	P53011	156	0.283	0.473	114.59	9.62	1.87	VPS16	SEH1	DSSP
Q03308	P38164	201	0.228	0.260	78.48	11.44	1.75	VPS16	SEA4	DSSP
Q03308	Q9UG01	323	0.263	0.423	133.60	9.29	2.01	VPS16	IFT172	KAKSI
Q03308	Q9P2H3	190	0.251	0.257	134.51	10.53	2.13	VPS16	IFT180	DSSP
Q03308	Q96RY7	332	0.309	0.435	119.86	9.64	2.20	VPS16	IFT140	KAKSI
Q03308	Q9HBG6	297	0.303	0.389	144.75	8.75	2.20	VPS16	IFT122	KAKSI
Q03308	Q8NEZ3	370	0.360	0.485	152.17	9.73	2.00	VPS16	WDR19	KAKSI
Q03308	Q9P2L0	293	0.308	0.379	102.15	11.26	1.85	VPS16	WDR35	DSSP
Q03308	P38959	315	0.412	0.413	139.57	11.43	2.03	VPS16	VPS41	KAKSI
Q03308	Q07468	290	0.328	0.380	148.87	9.31	2.14	VPS16	VPS39	KAKSI
Q03308	P27801	323	0.395	0.423	178.08	10.84	1.99	VPS16	VPS18	KAKSI
Q03308	P12868	329	0.376	0.431	106.71	9.73	1.98	VPS16	VPS11	KAKSI
Q03308	Q03308	774	1.000	1.000	495.00	100.00	0.00	VPS16	VPS16	DSSP
P39702	P38968	250	0.207	0.210	113.54	13.20	1.73	VPS8	SEC31	DSSP
P39702	Q04491	195	0.265	0.707	123.28	13.85	1.77	VPS8	SEC13	KAKSI
P39702	P48415	87	0.112	0.235	9.66	10.34	1.88	VPS8	SEC16	DSSP
P39702	P53622	270	0.236	0.246	164.73	9.63	1.84	VPS8	A-COP	DSSP
P39702	P41811	288	0.294	0.375	168.12	8.33	2.09	VPS8	BP-COP	DSSP
P39702	P40509	149	0.202	0.521	12.00	10.07	2.14	VPS8	E-COP	DSSP
P39702	P41810	206	0.195	0.223	50.88	7.77	2.19	VPS8	B-COP	DSSP
P39702	P32074	162	0.153	0.175	34.31	7.41	2.21	VPS8	Y-COP	KAKSI
P39702	P34077	167	0.167	0.207	30.70	9.58	2.04	VPS8	NIC96	KAKSI
P39702	P46673	147	0.156	0.212	14.33	9.52	2.14	VPS8	NUP85	KAKSI
P39702	P35729	237	0.215	0.234	151.08	13.50	2.14	VPS8	NUP120	DSSP
P39702	P49687	120	0.113	0.129	14.54	9.17	2.10	VPS8	NUP145	KAKSI
P39702	P38181	342	0.267	0.286	191.14	8.48	2.05	VPS8	NUP170	KAKSI
P39702	P36161	251	0.215	0.221	150.51	10.36	2.04	VPS8	NUP133	KAKSI
P39702	P47054	106	0.076	0.089	8.30	9.43	1.92	VPS8	NUP192	DSSP
P39702	P52593	131	0.094	0.110	23.41	11.45	2.15	VPS8	NUP188	DSSP
P39702	P53011	197	0.259	0.604	133.66	15.74	1.65	VPS8	SEH1	KAKSI
P39702	P38164	209	0.193	0.215	95.44	11.48	1.87	VPS8	SEA4	KAKSI
P39702	Q9UG01	288	0.200	0.242	126.93	14.58	2.09	VPS8	IFT172	DSSP
P39702	Q9P2H3	213	0.221	0.288	147.81	10.80	1.81	VPS8	IFT180	DSSP
P39702	Q96RY7	312	0.243	0.262	151.35	14.10	2.16	VPS8	IFT140	DSSP
P39702	Q9HBG6	321	0.270	0.270	150.24	11.21	1.87	VPS8	IFT122	DSSP
P39702	Q8NEZ3	314	0.253	0.264	133.49	10.51	1.89	VPS8	WDR19	DSSP
P39702	Q9P2L0	325	0.277	0.282	95.68	12.00	1.79	VPS8	WDR35	KAKSI
P39702	P38959	445	0.450	0.565	197.01	12.36	1.99	VPS8	VPS41	DSSP
P39702	Q07468	303	0.276	0.302	163.86	11.88	2.15	VPS8	VPS39	KAKSI
P39702	P27801	376	0.363	0.425	185.40	11.44	1.85	VPS8	VPS18	DSSP
P39702	P12868	313	0.292	0.328	219.31	12.78	1.90	VPS8	VPS11	DSSP
P39702	Q03308	312	0.319	0.409	152.69	8.65	2.16	VPS8	VPS16	KAKSI
P39702	P39702	1194	1.000	1.000	729.00	100.00	0.00	VPS8	VPS8	KAKSI
P23643	P38968	222	0.219	0.276	90.80	9.01	1.90	VPS3	SEC31	DSSP
P23643	Q04491	174	0.322	0.626	105.36	5.75	2.04	VPS3	SEC13	DSSP
P23643	P48415	109	0.183	0.294	8.66	8.26	2.05	VPS3	SEC16	KAKSI
P23643	P53622	210	0.221	0.262	76.69	14.29	1.72	VPS3	A-COP	DSSP
P23643	P41811	239	0.304	0.311	149.03	9.21	1.84	VPS3	BP-COP	DSSP
P23643	P40509	106	0.195	0.371	7.61	7.55	1.95	VPS3	E-COP	DSSP
P23643	P41810	141	0.161	0.172	15.61	10.64	2.06	VPS3	B-COP	KAKSI
P23643	P32074	62	0.071	0.076	3.74	9.68	2.15	VPS3	Y-COP	KAKSI
P23643	P34077	117	0.144	0.145	10.67	13.68	2.05	VPS3	NIC96	KAKSI
P23643	P46673	135	0.179	0.195	16.60	10.37	1.84	VPS3	NUP85	KAKSI
P23643	P35729	189	0.208	0.235	91.56	10.05	2.22	VPS3	NUP120	DSSP
P23643	P49687	152	0.174	0.186	17.96	11.18	1.98	VPS3	NUP145	KAKSI
P23643	P38181	188	0.172	0.234	62.04	10.64	2.11	VPS3	NUP170	DSSP
P23643	P36161	216	0.223	0.269	76.19	10.19	1.76	VPS3	NUP133	DSSP
P23643	P47054	53	0.043	0.065	3.97	13.21	2.36	VPS3	NUP192	KAKSI
P23643	P52593	68	0.057	0.083	11.34	11.76	2.15	VPS3	NUP188	KAKSI
P23643	P53011	189	0.334	0.573	108.16	10.58	2.06	VPS3	SEH1	DSSP
P23643	P38164	203	0.226	0.253	128.26	10.84	1.98	VPS3	SEA4	DSSP
P23643	Q9UG01	275	0.219	0.336	149.02	11.27	1.88	VPS3	IFT172	KAKSI
P23643	Q9P2H3	256	0.332	0.346	137.83	7.03	2.02	VPS3	IFT180	DSSP
P23643	Q96RY7	242	0.220	0.296	100.03	11.57	2.00	VPS3	IFT140	KAKSI
P23643	Q9HBG6	255	0.253	0.312	127.47	9.80	2.08	VPS3	IFT122	KAKSI
P23643	Q8NEZ3	241	0.230	0.300	84.65	7.88	1.87	VPS3	WDR19	DSSP
P23643	Q9P2L0	263	0.267	0.322	120.46	10.27	1.87	VPS3	WDR35	KAKSI
P23643	P38959	261	0.328	0.332	90.26	14.18	1.98	VPS3	VPS41	DSSP
P23643	Q07468	278	0.305	0.340	132.24	11.87	1.93	VPS3	VPS39	KAKSI
P23643	P27801	362	0.428	0.443	211.43	9.67	2.07	VPS3	VPS18	KAKSI
P23643	P12868	352	0.390	0.430	201.31	10.23	2.00	VPS3	VPS11	KAKSI
P23643	Q03308	306	0.388	0.395	113.27	13.40	2.09	VPS3	VPS16	DSSP
P23643	P39702	277	0.278	0.345	173.28	10.83	2.04	VPS3	VPS8	DSSP
P23643	P23643	818	1.000	1.000	522.00	100.00	0.00	VPS3	VPS3	KAKSI
P22137	P38968	284	0.204	0.233	106.38	7.75	2.12	CHC	SEC31	DSSP
P22137	Q04491	148	0.160	0.532	67.47	13.51	2.19	CHC	SEC13	DSSP
P22137	P48415	152	0.157	0.411	15.54	5.92	1.79	CHC	SEC16	DSSP
P22137	P53622	336	0.249	0.293	85.02	10.42	2.00	CHC	A-COP	KAKSI
P22137	P41811	205	0.175	0.267	97.40	14.63	1.80	CHC	BP-COP	DSSP
P22137	P40509	104	0.113	0.359	14.70	3.85	2.08	CHC	E-COP	KAKSI
P22137	P41810	209	0.168	0.226	37.06	8.13	2.36	CHC	B-COP	DSSP
P22137	P32074	147	0.119	0.159	31.51	12.24	2.27	CHC	Y-COP	KAKSI
P22137	P34077	85	0.072	0.106	10.30	11.76	1.97	CHC	NIC96	DSSP
P22137	P46673	148	0.132	0.213	19.08	9.46	1.95	CHC	NUP85	KAKSI
P22137	P35729	228	0.177	0.225	117.74	10.96	2.03	CHC	NUP120	DSSP
P22137	P49687	200	0.162	0.221	24.61	10.00	2.00	CHC	NUP145	DSSP
P22137	P38181	235	0.159	0.170	81.07	8.51	1.99	CHC	NUP170	DSSP
P22137	P36161	304	0.227	0.268	150.17	7.89	2.15	CHC	NUP133	KAKSI
P22137	P47054	147	0.092	0.094	19.72	5.44	2.25	CHC	NUP192	DSSP
P22137	P52593	178	0.112	0.113	23.56	10.11	2.42	CHC	NUP188	DSSP
P22137	P53011	155	0.166	0.475	90.08	8.39	1.72	CHC	SEH1	KAKSI
P22137	P38164	261	0.207	0.269	124.07	9.58	2.29	CHC	SEA4	KAKSI
P22137	Q9UG01	458	0.281	0.292	186.51	11.79	1.92	CHC	IFT172	DSSP
P22137	Q9P2H3	183	0.159	0.244	107.56	13.66	2.10	CHC	IFT180	KAKSI
P22137	Q96RY7	448	0.304	0.325	132.98	12.95	2.15	CHC	IFT140	DSSP
P22137	Q9HBG6	293	0.212	0.246	97.43	12.63	2.05	CHC	IFT122	DSSP
P22137	Q8NEZ3	383	0.267	0.296	123.11	9.14	2.08	CHC	WDR19	DSSP
P22137	Q9P2L0	348	0.258	0.309	91.58	12.07	2.12	CHC	WDR35	DSSP
P22137	P38959	347	0.300	0.452	171.38	10.66	2.00	CHC	VPS41	KAKSI
P22137	Q07468	313	0.245	0.312	132.42	11.82	1.91	CHC	VPS39	KAKSI
P22137	P27801	336	0.274	0.380	179.19	11.31	1.94	CHC	VPS18	DSSP
P22137	P12868	284	0.224	0.288	155.86	11.27	1.80	CHC	VPS11	KAKSI
P22137	Q03308	321	0.278	0.421	186.53	7.79	2.09	CHC	VPS16	KAKSI
P22137	P39702	333	0.241	0.280	174.92	12.61	1.91	CHC	VPS8	DSSP
P22137	P23643	316	0.266	0.394	153.97	9.81	1.93	CHC	VPS3	DSSP
P22137	P22137	1570	1.000	1.000	1017.00	100.00	0.00	CHC	CHC	DSSP
P36000	P38968	102	0.106	0.144	6.31	8.82	1.95	AP1_beta	SEC31	DSSP
P36000	Q04491	0	0.000	0.000	0.00	0.00	10.00	AP1_beta	SEC13	KAKSI
P36000	P48415	60	0.111	0.162	4.05	10.00	2.43	AP1_beta	SEC16	DSSP
P36000	P53622	77	0.083	0.109	10.62	11.69	2.49	AP1_beta	A-COP	KAKSI
P36000	P41811	74	0.100	0.105	11.94	9.46	2.13	AP1_beta	BP-COP	KAKSI
P36000	P40509	107	0.215	0.369	21.07	11.21	2.29	AP1_beta	E-COP	KAKSI
P36000	P41810	305	0.373	0.433	57.84	17.38	2.14	AP1_beta	B-COP	KAKSI
P36000	P32074	366	0.450	0.520	78.30	16.67	2.13	AP1_beta	Y-COP	KAKSI
P36000	P34077	101	0.134	0.143	9.35	8.91	2.39	AP1_beta	NIC96	KAKSI
P36000	P46673	132	0.186	0.186	11.08	9.09	2.15	AP1_beta	NUP85	DSSP
P36000	P35729	80	0.095	0.114	6.94	10.00	1.89	AP1_beta	NUP120	KAKSI
P36000	P49687	106	0.131	0.149	8.94	6.60	1.85	AP1_beta	NUP145	DSSP
P36000	P38181	98	0.094	0.138	12.33	5.10	2.25	AP1_beta	NUP170	DSSP
P36000	P36161	80	0.087	0.114	15.96	10.00	2.10	AP1_beta	NUP133	KAKSI
P36000	P47054	177	0.152	0.249	29.59	11.30	2.04	AP1_beta	NUP192	DSSP
P36000	P52593	214	0.187	0.304	48.37	6.54	2.09	AP1_beta	NUP188	KAKSI
P36000	P53011	0	0.000	0.000	0.00	0.00	10.00	AP1_beta	SEH1	KAKSI
P36000	P38164	64	0.076	0.091	9.71	7.81	2.09	AP1_beta	SEA4	KAKSI
P36000	Q9UG01	198	0.165	0.281	20.00	7.58	2.36	AP1_beta	IFT172	KAKSI
P36000	Q9P2H3	47	0.065	0.066	9.74	8.51	1.80	AP1_beta	IFT180	DSSP
P36000	Q96RY7	172	0.165	0.244	29.12	13.37	2.27	AP1_beta	IFT140	KAKSI
P36000	Q9HBG6	135	0.142	0.192	14.01	9.63	2.11	AP1_beta	IFT122	KAKSI
P36000	Q8NEZ3	170	0.169	0.239	22.07	8.24	2.39	AP1_beta	WDR19	DSSP
P36000	Q9P2L0	149	0.162	0.210	14.58	8.05	2.20	AP1_beta	WDR35	DSSP
P36000	P38959	111	0.148	0.156	16.26	8.11	1.86	AP1_beta	VPS41	DSSP
P36000	Q07468	176	0.206	0.250	25.89	10.80	2.06	AP1_beta	VPS39	KAKSI
P36000	P27801	130	0.165	0.185	24.97	12.31	2.25	AP1_beta	VPS18	KAKSI
P36000	P12868	169	0.200	0.240	27.48	12.43	2.25	AP1_beta	VPS11	KAKSI
P36000	Q03308	123	0.168	0.175	16.44	8.94	2.33	AP1_beta	VPS16	KAKSI
P36000	P39702	166	0.175	0.236	24.38	10.24	2.19	AP1_beta	VPS8	KAKSI
P36000	P23643	54	0.071	0.077	4.03	11.11	2.16	AP1_beta	VPS3	KAKSI
P36000	P22137	208	0.185	0.295	29.37	9.13	2.30	AP1_beta	CHC	KAKSI
P36000	P36000	710	1.000	1.000	315.00	100.00	0.00	AP1_beta	AP1_beta	DSSP
Q12028	P38968	71	0.070	0.088	4.13	2.82	2.31	AP1_gamma	SEC31	DSSP
Q12028	Q04491	23	0.042	0.083	2.40	8.70	1.50	AP1_gamma	SEC13	KAKSI
Q12028	P48415	97	0.163	0.261	9.17	11.34	2.25	AP1_gamma	SEC16	KAKSI
Q12028	P53622	156	0.159	0.190	25.77	9.62	2.09	AP1_gamma	A-COP	KAKSI
Q12028	P41811	94	0.120	0.122	12.25	5.32	2.06	AP1_gamma	BP-COP	DSSP
Q12028	P40509	95	0.171	0.328	15.42	6.32	2.57	AP1_gamma	E-COP	KAKSI
Q12028	P41810	438	0.507	0.545	131.81	16.44	1.75	AP1_gamma	B-COP	DSSP
Q12028	P32074	453	0.527	0.563	120.81	15.01	1.87	AP1_gamma	Y-COP	DSSP
Q12028	P34077	116	0.143	0.144	17.64	11.21	2.24	AP1_gamma	NIC96	KAKSI
Q12028	P46673	110	0.145	0.154	13.82	10.91	1.67	AP1_gamma	NUP85	DSSP
Q12028	P35729	97	0.107	0.118	12.23	9.28	2.48	AP1_gamma	NUP120	KAKSI
Q12028	P49687	94	0.107	0.114	9.80	6.38	2.12	AP1_gamma	NUP145	KAKSI
Q12028	P38181	142	0.130	0.177	14.15	13.38	2.26	AP1_gamma	NUP170	DSSP
Q12028	P36161	178	0.182	0.217	18.31	7.87	2.31	AP1_gamma	NUP133	KAKSI
Q12028	P47054	262	0.212	0.319	55.96	9.54	1.96	AP1_gamma	NUP192	KAKSI
Q12028	P52593	192	0.160	0.239	41.30	14.06	2.07	AP1_gamma	NUP188	DSSP
Q12028	P53011	0	0.000	0.000	0.00	0.00	10.00	AP1_gamma	SEH1	KAKSI
Q12028	P38164	88	0.098	0.107	12.66	12.50	2.41	AP1_gamma	SEA4	KAKSI
Q12028	Q9UG01	207	0.166	0.257	35.42	9.18	2.15	AP1_gamma	IFT172	DSSP
Q12028	Q9P2H3	0	0.000	0.000	0.00	0.00	10.00	AP1_gamma	IFT180	KAKSI
Q12028	Q96RY7	167	0.153	0.208	51.76	8.38	2.07	AP1_gamma	IFT140	DSSP
Q12028	Q9HBG6	100	0.099	0.122	11.97	8.00	2.33	AP1_gamma	IFT122	KAKSI
Q12028	Q8NEZ3	172	0.164	0.214	36.28	7.56	1.94	AP1_gamma	WDR19	DSSP
Q12028	Q9P2L0	148	0.153	0.184	15.69	9.46	2.42	AP1_gamma	WDR35	DSSP
